Country,Region,Lfrac_raw
Mozambique,Cabo_Delgado,10.48
Mozambique,Gaza,3.27
Mozambique,Inhambane,13.63
Mozambique,Manica,19.82
Mozambique,Maputo_City,10.63
Mozambique,Maputo,23.99
Mozambique,Nampula,9.9
Mozambique,Niassa,26.51
Mozambique,Sofala,25.22
Mozambique,Tete,18.43
Mozambique,Zambezia,22.9
